HOTEL,LEAD_TIME,ARRIVAL_DATE_WEEK_NUMBER,STAYS_IN_WEEKEND_NIGHTS,STAYS_IN_WEEK_NIGHTS,ADULTS,CHILDREN,BABIES,MEAL,COUNTRY,MARKET_SEGMENT,DISTRIBUTION_CHANNEL,IS_REPEATED_GUEST,PREVIOUS_CANCELLATIONS,PREVIOUS_BOOKINGS_NOT_CANCELED,RESERVED_ROOM_TYPE,ASSIGNED_ROOM_TYPE,BOOKING_CHANGES,DEPOSIT_TYPE,AGENT,DAYS_IN_WAITING_LIST,CUSTOMER_TYPE,ADR,REQUIRED_CAR_PARKING_SPACES,TOTAL_OF_SPECIAL_REQUESTS,RESERVATION_STATUS,RESERVATION_STATUS_DATE,ARRIVAL_DATE,TOTAL_NIGHTS,REVENUE,MONTH,DAY_NAME,YEAR,BOOKING_DAY_TYPE,BOOKING_STATUS,CUSTOMER_SEGMENT,BOOKING_PLATFORM,DEVICE_TYPE,DISCOUNT_PERCENTAGE,TOTAL_STAY,TOTAL_REVENUE,Payment_Method,FINAL REVENUE
City Hotel,105,30,1,3,3,0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,118,0,Transient,96.9,0,1,Check-Out,25-07-2016,21-07-2016,4,387.6,July,Thursday,2016,Weekday,completed,Business,Mobile App,iOS,5,4,387.6,DEBIT CARD,368.22
Resort Hotel,67,30,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,0,Transient,86.7,0,0,Check-Out,25-07-2016,23-07-2016,2,173.4,July,Saturday,2016,Weekend,completed,Business,Mobile App,Android,0,2,144.5,DEBIT CARD,144.5
Resort Hotel,153,30,1,1,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,9,0,Transient,156.6,1,2,Check-Out,25-07-2016,23-07-2016,2,313.2,July,Saturday,2016,Weekend,completed,Business,Website,iOS,20,2,261,UPI,208.8
City Hotel,186,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,90.95,0,1,Check-Out,25-07-2016,21-07-2016,4,363.8,July,Thursday,2016,Weekday,completed,Business,Partner Platform,Desktop,5,4,363.8,DEBIT CARD,345.61
City Hotel,175,30,1,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,112.5,0,2,Check-Out,25-07-2016,23-07-2016,2,225,July,Saturday,2016,Weekend,completed,Business,Partner Platform,Android,10,2,225,DEBIT CARD,202.5
Resort Hotel,74,30,1,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,171,0,0,Check-Out,25-07-2016,22-07-2016,3,513,July,Friday,2016,Weekday,completed,Individual,Website,Desktop,20,3,427.5,UPI,342
City Hotel,237,31,1,0,0,2,0,BB,BEL,Direct,Direct,0,0,0,B,B,0,No Deposit,14,0,Transient-Party,6,0,1,Check-Out,25-07-2016,24-07-2016,1,6,July,Sunday,2016,Weekend,completed,Business,Mobile App,Desktop,10,1,6,NET BANKING,5.4
City Hotel,237,31,1,0,2,0,0,BB,BEL,Direct,Direct,0,0,0,B,B,0,No Deposit,14,0,Transient-Party,81.45,0,0,Check-Out,25-07-2016,24-07-2016,1,81.45,July,Sunday,2016,Weekend,completed,Individual,Website,Android,15,1,81.45,DEBIT CARD,69.2325
Resort Hotel,172,30,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,129.96,1,1,Check-Out,25-07-2016,22-07-2016,3,389.88,July,Friday,2016,Weekday,completed,Business,Partner Platform,iOS,10,3,324.9,DEBIT CARD,292.41
City Hotel,172,30,1,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient-Party,140.7,1,2,Check-Out,25-07-2016,22-07-2016,3,422.1,July,Friday,2016,Weekday,completed,Business,Mobile App,iOS,5,3,422.1,DEBIT CARD,400.995
City Hotel,59,30,1,1,1,0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,99.9,0,1,Check-Out,25-07-2016,23-07-2016,2,199.8,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,iOS,0,2,199.8,UPI,199.8
City Hotel,147,30,1,2,2,1,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22,0,Transient,84.58,0,1,Check-Out,25-07-2016,22-07-2016,3,253.74,July,Friday,2016,Weekday,completed,Business,Website,Desktop,5,3,253.74,DEBIT CARD,241.053
City Hotel,295,30,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,95.4,0,1,Check-Out,25-07-2016,21-07-2016,4,381.6,July,Thursday,2016,Weekday,completed,Business,Partner Platform,iOS,5,4,381.6,CASH,362.52
City Hotel,102,30,1,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Transient,189.3,0,0,Check-Out,25-07-2016,22-07-2016,3,567.9,July,Friday,2016,Weekday,completed,Business,Mobile App,Desktop,20,3,567.9,CASH,454.32
Resort Hotel,175,30,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,102.6,0,2,Check-Out,25-07-2016,23-07-2016,2,205.2,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,Android,10,2,171,DEBIT CARD,153.9
City Hotel,145,30,1,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,142.2,0,1,Check-Out,25-07-2016,23-07-2016,2,284.4,July,Saturday,2016,Weekend,completed,Business,Partner Platform,iOS,15,2,284.4,CASH,241.74
City Hotel,31,30,1,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,0,Transient,161.1,1,0,Check-Out,25-07-2016,23-07-2016,2,322.2,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,Android,20,2,322.2,CASH,257.76
Resort Hotel,96,30,1,1,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,113.4,0,0,Check-Out,25-07-2016,23-07-2016,2,226.8,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,Android,15,2,189,UPI,160.65
Resort Hotel,65,30,1,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,165.24,0,2,Check-Out,25-07-2016,23-07-2016,2,330.48,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,Desktop,10,2,275.4,NET BANKING,247.86
Resort Hotel,65,30,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,113.4,0,1,Check-Out,25-07-2016,23-07-2016,2,226.8,July,Saturday,2016,Weekend,completed,Business,Website,iOS,0,2,189,DEBIT CARD,189
City Hotel,126,30,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,134.18,0,1,Check-Out,25-07-2016,18-07-2016,7,939.26,July,Monday,2016,Weekday,completed,Business,Mobile App,iOS,0,7,939.26,UPI,939.26
City Hotel,196,30,1,4,2,0,0,BB,BEL,Direct,Direct,0,0,0,B,B,0,No Deposit,0,0,Transient-Party,79.27,0,0,Check-Out,25-07-2016,20-07-2016,5,396.35,July,Wednesday,2016,Weekday,completed,Business,Mobile App,Android,0,5,396.35,NET BANKING,396.35
City Hotel,12,31,1,0,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,139,0,0,Check-Out,25-07-2016,24-07-2016,1,139,July,Sunday,2016,Weekend,completed,Business,Mobile App,iOS,10,1,139,UPI,125.1
City Hotel,196,30,1,4,2,0,0,BB,BEL,Direct,Direct,0,0,0,B,B,0,No Deposit,0,0,Transient-Party,79.26,0,0,Check-Out,25-07-2016,20-07-2016,5,396.3,July,Wednesday,2016,Weekday,completed,Business,Website,Desktop,10,5,396.3,DEBIT CARD,356.67
City Hotel,12,31,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,139,0,0,Check-Out,25-07-2016,24-07-2016,1,139,July,Sunday,2016,Weekend,completed,Business,Website,iOS,15,1,139,UPI,118.15
Resort Hotel,134,29,3,9,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,0,Transient,136.344,0,1,Check-Out,25-07-2016,13-07-2016,12,1636.128,July,Wednesday,2016,Weekday,completed,Business,Website,Desktop,10,12,1363.44,DEBIT CARD,1227.096
City Hotel,144,30,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,105.3,0,1,Check-Out,25-07-2016,23-07-2016,2,210.6,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,Android,10,2,210.6,NET BANKING,189.54
Resort Hotel,4,30,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,169.2,0,1,Check-Out,25-07-2016,23-07-2016,2,338.4,July,Saturday,2016,Weekend,completed,Business,Website,Desktop,5,2,282,CASH,267.9
Resort Hotel,153,30,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,Transient,161.16,0,2,Check-Out,25-07-2016,21-07-2016,4,644.64,July,Thursday,2016,Weekday,completed,Business,Website,iOS,20,4,537.2,UPI,429.76
City Hotel,94,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,123.3,0,0,Check-Out,25-07-2016,21-07-2016,4,493.2,July,Thursday,2016,Weekday,completed,Individual,Partner Platform,Android,5,4,493.2,CASH,468.54
City Hotel,0,31,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,131,0,0,Check-Out,25-07-2016,24-07-2016,1,131,July,Sunday,2016,Weekend,completed,Business,Mobile App,Desktop,5,1,131,NET BANKING,124.45
City Hotel,49,30,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,135.9,0,1,Check-Out,25-07-2016,23-07-2016,2,271.8,July,Saturday,2016,Weekend,completed,Business,Mobile App,Desktop,15,2,271.8,NET BANKING,231.03
Resort Hotel,160,31,1,0,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,126.36,0,0,Check-Out,25-07-2016,24-07-2016,1,126.36,July,Sunday,2016,Weekend,completed,Group,Mobile App,iOS,5,1,105.3,NET BANKING,100.035
City Hotel,62,30,1,1,2,1,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,173.25,1,2,Check-Out,25-07-2016,23-07-2016,2,346.5,July,Saturday,2016,Weekend,completed,Individual,Website,iOS,10,2,346.5,CASH,311.85
City Hotel,2,31,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,119,0,1,Check-Out,25-07-2016,24-07-2016,1,119,July,Sunday,2016,Weekend,completed,Individual,Mobile App,Android,10,1,119,DEBIT CARD,107.1
Resort Hotel,18,30,1,1,1,2,0,BB,NLD,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9,0,Transient,224.4,0,0,Check-Out,25-07-2016,23-07-2016,2,448.8,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,Desktop,20,2,374,UPI,299.2
City Hotel,67,30,1,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,94.5,0,1,Check-Out,25-07-2016,23-07-2016,2,189,July,Saturday,2016,Weekend,completed,Individual,Mobile App,iOS,15,2,189,DEBIT CARD,160.65
City Hotel,3,31,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,131,0,0,Check-Out,25-07-2016,24-07-2016,1,131,July,Sunday,2016,Weekend,completed,Business,Mobile App,Android,0,1,131,DEBIT CARD,131
City Hotel,132,30,1,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,0,Transient,72.25,0,0,Check-Out,25-07-2016,19-07-2016,6,433.5,July,Tuesday,2016,Weekday,completed,Business,Partner Platform,iOS,20,6,433.5,UPI,346.8
Resort Hotel,24,30,1,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,166.8,0,1,Check-Out,25-07-2016,23-07-2016,2,333.6,July,Saturday,2016,Weekend,completed,Business,Mobile App,iOS,10,2,278,DEBIT CARD,250.2
City Hotel,99,30,1,2,2,3,0,BB,DNK,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,0,Transient,269.3,0,2,Check-Out,25-07-2016,22-07-2016,3,807.9,July,Friday,2016,Weekday,completed,Group,Mobile App,Android,0,3,807.9,CASH,807.9
City Hotel,64,31,1,0,2,0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,103.5,0,0,Check-Out,26-07-2016,25-07-2016,1,103.5,July,Monday,2016,Weekday,completed,Business,Website,iOS,0,1,103.5,DEBIT CARD,103.5
Resort Hotel,64,31,1,0,3,0,0,BB,MEX,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,0,Transient,165.24,0,0,Check-Out,26-07-2016,25-07-2016,1,165.24,July,Monday,2016,Weekday,completed,Business,Partner Platform,Desktop,0,1,137.7,UPI,137.7
Resort Hotel,64,31,1,0,2,0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,113.4,0,0,Check-Out,26-07-2016,25-07-2016,1,113.4,July,Monday,2016,Weekday,completed,Business,Mobile App,Android,10,1,94.5,DEBIT CARD,85.05
City Hotel,0,31,2,0,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,119,0,0,Check-Out,26-07-2016,24-07-2016,2,238,July,Sunday,2016,Weekend,completed,Business,Partner Platform,Desktop,20,2,238,DEBIT CARD,190.4
City Hotel,83,30,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,0,Transient,97.54,0,1,Check-Out,26-07-2016,23-07-2016,3,292.62,July,Saturday,2016,Weekend,completed,Individual,Mobile App,iOS,0,3,292.62,DEBIT CARD,292.62
City Hotel,82,30,2,1,0,2,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,Transient,97.54,0,1,Check-Out,26-07-2016,23-07-2016,3,292.62,July,Saturday,2016,Weekend,completed,Business,Website,Desktop,5,3,292.62,UPI,277.989
City Hotel,80,31,2,0,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8,0,Transient,94.5,0,1,Check-Out,26-07-2016,24-07-2016,2,189,July,Sunday,2016,Weekend,completed,Business,Partner Platform,iOS,5,2,189,CASH,179.55
City Hotel,39,31,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,67,1,0,Check-Out,26-07-2016,25-07-2016,1,67,July,Monday,2016,Weekday,completed,Business,Website,Android,15,1,67,CASH,56.95
City Hotel,165,30,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,99.45,0,2,Check-Out,26-07-2016,21-07-2016,5,497.25,July,Thursday,2016,Weekday,completed,Business,Mobile App,iOS,15,5,497.25,NET BANKING,422.6625
City Hotel,144,30,2,2,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,Transient,96.9,0,0,Check-Out,26-07-2016,22-07-2016,4,387.6,July,Friday,2016,Weekday,completed,Individual,Website,iOS,5,4,387.6,CASH,368.22
Resort Hotel,72,30,2,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,146.88,0,1,Check-Out,26-07-2016,21-07-2016,5,734.4,July,Thursday,2016,Weekday,completed,Individual,Mobile App,Android,20,5,612,UPI,489.6
Resort Hotel,148,30,2,3,2,1,0,BB,CN,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,0,Transient,141.78,0,0,Check-Out,26-07-2016,21-07-2016,5,708.9,July,Thursday,2016,Weekday,completed,Individual,Mobile App,Android,0,5,590.75,DEBIT CARD,590.75
City Hotel,148,30,2,3,3,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,D,3,No Deposit,9,0,Transient,133.45,0,2,Check-Out,26-07-2016,21-07-2016,5,667.25,July,Thursday,2016,Weekday,completed,Individual,Mobile App,Android,5,5,667.25,DEBIT CARD,633.8875
Resort Hotel,100,30,2,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,113.4,0,1,Check-Out,26-07-2016,23-07-2016,3,340.2,July,Saturday,2016,Weekend,completed,Business,Website,Desktop,10,3,283.5,CASH,255.15
City Hotel,95,30,4,5,3,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,139.7,0,2,Check-Out,26-07-2016,17-07-2016,9,1257.3,July,Sunday,2016,Weekend,completed,Business,Partner Platform,Desktop,20,9,1257.3,CASH,1005.84
Resort Hotel,110,30,2,2,2,0,0,BB,KAZ,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,145.26,0,0,Check-Out,26-07-2016,22-07-2016,4,581.04,July,Friday,2016,Weekday,completed,Business,Website,Desktop,5,4,484.2,UPI,459.99
Resort Hotel,127,31,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,113.4,0,1,Check-Out,26-07-2016,25-07-2016,1,113.4,July,Monday,2016,Weekday,completed,Business,Mobile App,iOS,10,1,94.5,DEBIT CARD,85.05
Resort Hotel,118,31,2,0,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Transient,223.56,0,1,Check-Out,26-07-2016,24-07-2016,2,447.12,July,Sunday,2016,Weekend,completed,Business,Website,iOS,15,2,372.6,CASH,316.71
City Hotel,186,30,2,2,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22,0,Transient,96.9,0,1,Check-Out,26-07-2016,22-07-2016,4,387.6,July,Friday,2016,Weekday,completed,Business,Mobile App,iOS,10,4,387.6,CASH,348.84
Resort Hotel,188,30,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,79,0,Transient,87.312,0,2,Check-Out,26-07-2016,22-07-2016,4,349.248,July,Friday,2016,Weekday,completed,Business,Mobile App,Android,10,4,291.04,UPI,261.936
Resort Hotel,136,30,2,1,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,B,B,0,No Deposit,1,0,Transient,90,0,0,Check-Out,26-07-2016,23-07-2016,3,270,July,Saturday,2016,Weekend,completed,Business,Website,iOS,5,3,225,CASH,213.75
City Hotel,119,30,2,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9,0,Transient,121.5,0,0,Check-Out,26-07-2016,23-07-2016,3,364.5,July,Saturday,2016,Weekend,completed,Group,Website,Android,20,3,364.5,NET BANKING,291.6
Resort Hotel,136,30,2,1,2,0,0,BB,BEL,Groups,TA/TO,0,0,0,B,B,0,No Deposit,1,0,Transient,90,0,0,Check-Out,26-07-2016,23-07-2016,3,270,July,Saturday,2016,Weekend,completed,Individual,Mobile App,iOS,20,3,225,NET BANKING,180
Resort Hotel,42,31,2,0,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,201.96,0,1,Check-Out,26-07-2016,24-07-2016,2,403.92,July,Sunday,2016,Weekend,completed,Business,Partner Platform,Android,20,2,336.6,UPI,269.28
City Hotel,110,30,2,2,3,0,0,BB,KAZ,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,139.95,0,1,Check-Out,26-07-2016,22-07-2016,4,559.8,July,Friday,2016,Weekday,completed,Business,Website,iOS,5,4,559.8,UPI,531.81
City Hotel,13,31,2,0,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,187,0,1,Check-Out,26-07-2016,24-07-2016,2,374,July,Sunday,2016,Weekend,completed,Individual,Website,iOS,5,2,374,UPI,355.3
City Hotel,124,30,2,1,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,0,Transient,72.25,0,0,Check-Out,26-07-2016,23-07-2016,3,216.75,July,Saturday,2016,Weekend,completed,Individual,Mobile App,iOS,20,3,216.75,UPI,173.4
Resort Hotel,36,31,1,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9,0,Transient,193.32,0,2,Check-Out,26-07-2016,25-07-2016,1,193.32,July,Monday,2016,Weekday,completed,Group,Partner Platform,Android,10,1,161.1,UPI,144.99
City Hotel,97,30,2,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,104.96,0,2,Check-Out,26-07-2016,23-07-2016,3,314.88,July,Saturday,2016,Weekend,completed,Individual,Mobile App,Desktop,20,3,314.88,CASH,251.904
City Hotel,60,31,1,0,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,0,Transient,137.7,0,2,Check-Out,26-07-2016,25-07-2016,1,137.7,July,Monday,2016,Weekday,completed,Individual,Mobile App,iOS,20,1,137.7,NET BANKING,110.16
Resort Hotel,33,30,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,150.12,0,1,Check-Out,26-07-2016,23-07-2016,3,450.36,July,Saturday,2016,Weekend,completed,Business,Mobile App,iOS,0,3,375.3,CASH,375.3
Resort Hotel,178,30,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8,0,Transient,131.76,0,1,Check-Out,26-07-2016,23-07-2016,3,395.28,July,Saturday,2016,Weekend,completed,Business,Partner Platform,Android,0,3,329.4,DEBIT CARD,329.4
Resort Hotel,292,30,2,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Contract,190.08,0,1,Check-Out,26-07-2016,23-07-2016,3,570.24,July,Saturday,2016,Weekend,completed,Business,Website,Android,0,3,475.2,CASH,475.2
City Hotel,162,31,1,0,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,Transient,121.5,0,2,Check-Out,26-07-2016,25-07-2016,1,121.5,July,Monday,2016,Weekday,completed,Individual,Website,Android,5,1,121.5,UPI,115.425
Resort Hotel,278,30,2,1,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,Contract,167.88,2,2,Check-Out,26-07-2016,23-07-2016,3,503.64,July,Saturday,2016,Weekend,completed,Business,Website,Desktop,0,3,419.7,CASH,419.7
Resort Hotel,66,31,2,0,1,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,Transient,156.6,1,2,Check-Out,26-07-2016,24-07-2016,2,313.2,July,Sunday,2016,Weekend,completed,Business,Website,iOS,10,2,261,UPI,234.9
City Hotel,97,30,2,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,Transient,141.3,0,2,Check-Out,26-07-2016,21-07-2016,5,706.5,July,Thursday,2016,Weekday,completed,Business,Website,Desktop,10,5,706.5,CASH,635.85
Resort Hotel,20,30,2,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,181.2,0,1,Check-Out,26-07-2016,23-07-2016,3,543.6,July,Saturday,2016,Weekend,completed,Individual,Mobile App,Desktop,20,3,453,DEBIT CARD,362.4
City Hotel,0,31,2,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,134,0,0,Check-Out,26-07-2016,24-07-2016,2,268,July,Sunday,2016,Weekend,completed,Individual,Partner Platform,iOS,10,2,268,NET BANKING,241.2
Resort Hotel,0,31,0,0,0,0,0,SC,PRT,Complementary,Direct,1,0,0,A,B,0,No Deposit,0,0,Transient,0,0,0,Check-Out,26-07-2016,26-07-2016,0,0,July,Tuesday,2016,Weekday,cancelled,Individual,Mobile App,Desktop,20,0,0,NET BANKING,0
Resort Hotel,0,31,0,0,0,0,0,SC,PRT,Complementary,Direct,1,0,0,A,A,0,No Deposit,0,0,Transient,0,0,0,Check-Out,26-07-2016,26-07-2016,0,0,July,Tuesday,2016,Weekday,cancelled,Business,Mobile App,iOS,20,0,0,UPI,0
Resort Hotel,80,31,1,1,2,1,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,83,0,Transient,111.9,0,1,Check-Out,27-07-2016,25-07-2016,2,223.8,July,Monday,2016,Weekday,completed,Business,Mobile App,Desktop,10,2,186.5,DEBIT CARD,167.85
City Hotel,111,30,3,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,Transient,72.25,0,0,Check-Out,27-07-2016,18-07-2016,9,650.25,July,Monday,2016,Weekday,completed,Business,Website,Android,0,9,650.25,NET BANKING,650.25
Resort Hotel,119,30,3,6,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,143.136,0,1,Check-Out,27-07-2016,18-07-2016,9,1288.224,July,Monday,2016,Weekday,completed,Individual,Mobile App,Android,5,9,1073.52,CASH,1019.844
City Hotel,160,30,3,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,97.56,0,1,Check-Out,27-07-2016,18-07-2016,9,878.04,July,Monday,2016,Weekday,completed,Individual,Website,Desktop,10,9,878.04,CASH,790.236
Resort Hotel,71,31,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,0,Transient,86.7,0,0,Check-Out,27-07-2016,24-07-2016,3,260.1,July,Sunday,2016,Weekend,completed,Business,Mobile App,Android,20,3,216.75,UPI,173.4
Resort Hotel,104,30,3,6,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,144.96,0,3,Check-Out,27-07-2016,18-07-2016,9,1304.64,July,Monday,2016,Weekday,completed,Group,Mobile App,Desktop,20,9,1087.2,UPI,869.76
City Hotel,158,30,2,2,3,2,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,14,0,Transient,294.35,1,0,Check-Out,27-07-2016,23-07-2016,4,1177.4,July,Saturday,2016,Weekend,completed,Business,Website,Android,20,4,1177.4,UPI,941.92
City Hotel,177,30,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,93.38,0,1,Check-Out,27-07-2016,20-07-2016,7,653.66,July,Wednesday,2016,Weekday,completed,Group,Mobile App,Android,20,7,653.66,DEBIT CARD,522.928
Resort Hotel,40,31,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,39,0,Transient-Party,114,0,0,Check-Out,27-07-2016,26-07-2016,1,114,July,Tuesday,2016,Weekday,completed,Business,Mobile App,iOS,5,1,95,UPI,90.25
